LOCATION,TIME,Value
TUR,2018-11,21.6188
TUR,2018-12,20.30176
TUR,2019-01,20.35374
TUR,2019-02,19.67164
TUR,2019-03,19.71291
TUR,2019-04,19.5023
TUR,2019-05,18.7116
TUR,2019-06,15.72012
TUR,2019-07,16.64673
TUR,2019-08,15.00843
TUR,2019-09,9.262102
TUR,2019-10,8.552845
TUR,2019-11,10.56185
TUR,2019-12,11.83609
TUR,2020-01,12.15364
TUR,2020-02,12.36738
TUR,2020-03,11.85919
TUR,2020-04,10.9367
TUR,2020-05,11.39002
TUR,2020-06,12.62239
TUR,2020-07,11.76414
TUR,2020-08,11.77041
TUR,2020-09,11.74831
TUR,2020-10,11.88962
TUR,2020-11,14.0263
TUR,2020-12,14.59932
TUR,2021-01,14.97368
GBR,2017-11,2.8
GBR,2017-12,2.7
GBR,2018-01,2.7
GBR,2018-02,2.5
GBR,2018-03,2.3
GBR,2018-04,2.2
GBR,2018-05,2.3
GBR,2018-06,2.3
GBR,2018-07,2.3
GBR,2018-08,2.4
GBR,2018-09,2.2
GBR,2018-10,2.2
GBR,2018-11,2.2
GBR,2018-12,2
GBR,2019-01,1.8
GBR,2019-02,1.8
GBR,2019-03,1.8
GBR,2019-04,2
GBR,2019-05,1.9
GBR,2019-06,1.9
GBR,2019-07,2
GBR,2019-08,1.7
GBR,2019-09,1.7
GBR,2019-10,1.5
GBR,2019-11,1.5
GBR,2019-12,1.4
GBR,2020-01,1.8
GBR,2020-02,1.7
GBR,2020-03,1.5
GBR,2020-04,0.9
GBR,2020-05,0.7
GBR,2020-06,0.8
GBR,2020-07,1.1
GBR,2020-08,0.5
GBR,2020-09,0.7
GBR,2020-10,0.9
GBR,2020-11,0.6
GBR,2020-12,0.8
USA,2017-11,2.202583
USA,2017-12,2.109082
USA,2018-01,2.070508
USA,2018-02,2.211795
USA,2018-03,2.359711
USA,2018-04,2.462744
USA,2018-05,2.801012
USA,2018-06,2.871548
USA,2018-07,2.949515
USA,2018-08,2.69918
USA,2018-09,2.276972
USA,2018-10,2.52247
USA,2018-11,2.176601
USA,2018-12,1.910159
USA,2019-01,1.551235
USA,2019-02,1.520135
USA,2019-03,1.862523
USA,2019-04,1.99644
USA,2019-05,1.790228
USA,2019-06,1.648485
USA,2019-07,1.811465
USA,2019-08,1.74978
USA,2019-09,1.711305
USA,2019-10,1.764043
USA,2019-11,2.051278
USA,2019-12,2.28513
USA,2020-01,2.486572
USA,2020-02,2.334874
USA,2020-03,1.539327
USA,2020-04,0.3290967
USA,2020-05,0.1179264
USA,2020-06,0.6457331
USA,2020-07,0.9860818
USA,2020-08,1.309645
USA,2020-09,1.371325
USA,2020-10,1.182066
USA,2020-11,1.174536
USA,2020-12,1.362005
USA,2021-01,1.39977
BRA,2017-11,2.803785
BRA,2017-12,2.947421
BRA,2018-01,2.855116
BRA,2018-02,2.844894
BRA,2018-03,2.680803
BRA,2018-04,2.762797
BRA,2018-05,2.855013
BRA,2018-06,4.391104
BRA,2018-07,4.484844
BRA,2018-08,4.193016
BRA,2018-09,4.525976
BRA,2018-10,4.557029
BRA,2018-11,4.046031
BRA,2018-12,3.745581
BRA,2019-01,3.776528
BRA,2019-02,3.890225
BRA,2019-03,4.575284
BRA,2019-04,4.940506
BRA,2019-05,4.658258
BRA,2019-06,3.366267
BRA,2019-07,3.22202
BRA,2019-08,3.428616
BRA,2019-09,2.893425
BRA,2019-10,2.535029
BRA,2019-11,3.274906
BRA,2019-12,4.306151
BRA,2020-01,4.191771
BRA,2020-02,4.005114
BRA,2020-03,3.303158
BRA,2020-04,2.399279
BRA,2020-05,1.877727
BRA,2020-06,2.132417
BRA,2020-07,2.305625
BRA,2020-08,2.439229
BRA,2020-09,3.135329
BRA,2020-10,3.91835
BRA,2020-11,4.311224
BRA,2020-12,4.517457
BRA,2021-01,4.559386
CHL,2017-11,1.913876
CHL,2017-12,2.272254
CHL,2018-01,2.187435
CHL,2018-02,1.99607
CHL,2018-03,1.813311
CHL,2018-04,1.880781
CHL,2018-05,2.042702
CHL,2018-06,2.545342
CHL,2018-07,2.662692
CHL,2018-08,2.636709
CHL,2018-09,3.144266
CHL,2018-10,2.911431
CHL,2018-11,2.816901
CHL,2018-12,2.568284
CHL,2019-01,2.211626
CHL,2019-02,2.200365
CHL,2019-03,2.479255
CHL,2019-04,2.431151
CHL,2019-05,2.756262
CHL,2019-06,2.703246
CHL,2019-07,2.573603
CHL,2019-08,2.578969
CHL,2019-09,2.241482
CHL,2019-10,2.709946
CHL,2019-11,2.789359
CHL,2019-12,3.000795
CHL,2020-01,3.46402
CHL,2020-02,3.889275
CHL,2020-03,3.742471
CHL,2020-04,3.417372
CHL,2020-05,2.750857
CHL,2020-06,2.632094
CHL,2020-07,2.499268
CHL,2020-08,2.445917
CHL,2020-09,3.088765
CHL,2020-10,2.947714
CHL,2020-11,2.732979
CHL,2020-12,2.971252
CHL,2021-01,3.117805
CHN,2017-11,1.7
CHN,2017-12,1.8
CHN,2018-01,1.5
CHN,2018-02,2.9
CHN,2018-03,2.1
CHN,2018-04,1.8
CHN,2018-05,1.8
CHN,2018-06,1.9
CHN,2018-07,2.1
CHN,2018-08,2.3
CHN,2018-09,2.5
CHN,2018-10,2.5
CHN,2018-11,2.2
CHN,2018-12,1.9
CHN,2019-01,1.7
CHN,2019-02,1.5
CHN,2019-03,2.3
CHN,2019-04,2.5
CHN,2019-05,2.7
CHN,2019-06,2.7
CHN,2019-07,2.8
CHN,2019-08,2.8
CHN,2019-09,3
CHN,2019-10,3.8
CHN,2019-11,4.5
CHN,2019-12,4.5
CHN,2020-01,5.4
CHN,2020-02,5.2
CHN,2020-03,4.3
CHN,2020-04,3.3
CHN,2020-05,2.4
CHN,2020-06,2.5
CHN,2020-07,2.7
CHN,2020-08,2.4
CHN,2020-09,1.7
CHN,2020-10,0.5
CHN,2020-11,-0.5
CHN,2020-12,0.2
EST,2017-11,4.236856
EST,2017-12,3.404472
EST,2018-01,3.441296
EST,2018-02,3.046953
EST,2018-03,2.84006
EST,2018-04,2.930949
EST,2018-05,3.024293
EST,2018-06,4.017857
EST,2018-07,3.499261
EST,2018-08,3.583702
EST,2018-09,3.634578
EST,2018-10,4.431314
EST,2018-11,3.330069
EST,2018-12,3.439803
EST,2019-01,2.739726
EST,2019-02,1.938924
EST,2019-03,2.228682
EST,2019-04,3.185328
EST,2019-05,3.128008
EST,2019-06,2.384359
EST,2019-07,2.095238
EST,2019-08,2.322275
EST,2019-09,2.180095
EST,2019-10,1.55587
EST,2019-11,1.848341
EST,2019-12,1.75772
EST,2020-01,1.619048
EST,2020-02,1.949596
EST,2020-03,0.900474
EST,2020-04,-0.7951356
EST,2020-05,-1.679888
EST,2020-06,-0.978109
EST,2020-07,-0.8395522
EST,2020-08,-0.9263548
EST,2020-09,-1.06679
EST,2020-10,-1.485608
EST,2020-11,-1.116799
EST,2020-12,-0.7936508
EST,2021-01,0.2343018
IND,2017-11,3.971119
IND,2017-12,4
IND,2018-01,5.109489
IND,2018-02,4.744525
IND,2018-03,4.363636
IND,2018-04,3.971119
IND,2018-05,3.956835
IND,2018-06,3.928571
IND,2018-07,5.614035
IND,2018-08,5.614035
IND,2018-09,5.614035
IND,2018-10,5.226481
IND,2018-11,4.861111
IND,2018-12,5.244755
IND,2019-01,6.597222
IND,2019-02,6.968641
IND,2019-03,7.665505
IND,2019-04,8.333333
IND,2019-05,8.650519
IND,2019-06,8.591065
IND,2019-07,5.980066
IND,2019-08,6.312293
IND,2019-09,6.976744
IND,2019-10,7.615894
IND,2019-11,8.609271
IND,2019-12,9.634551
IND,2020-01,7.491857
IND,2020-02,6.840391
IND,2020-03,5.501618
IND,2020-04,5.448718
IND,2020-05,5.095541
IND,2020-06,5.063291
IND,2020-07,5.329154
IND,2020-08,5.625
IND,2020-09,5.636574
IND,2020-10,5.902163
IND,2020-11,5.284787
IND,2020-12,3.686636
IDN,2017-11,3.304803
IDN,2017-12,3.606661
IDN,2018-01,3.251524
IDN,2018-02,3.181535
IDN,2018-03,3.400406
IDN,2018-04,3.413076
IDN,2018-05,3.229062
IDN,2018-06,3.122109
IDN,2018-07,3.184615
IDN,2018-08,3.202217
IDN,2018-09,2.882841
IDN,2018-10,3.159351
IDN,2018-11,3.229766
IDN,2018-12,3.130713
IDN,2019-01,2.823618
IDN,2019-02,2.569528
IDN,2019-03,2.481521
IDN,2019-04,2.833246
IDN,2019-05,3.316039
IDN,2019-06,3.281752
IDN,2019-07,3.31743
IDN,2019-08,3.490714
IDN,2019-09,3.392364
IDN,2019-10,3.129657
IDN,2019-11,3.002378
IDN,2019-12,2.718074
IDN,2020-01,2.67982
IDN,2020-02,3.050398
IDN,2020-03,3.034518
IDN,2020-04,2.659881
IDN,2020-05,2.033128
IDN,2020-06,1.655701
IDN,2020-07,1.234191
IDN,2020-08,1.069278
IDN,2020-09,1.298534
IDN,2020-10,1.344191
IDN,2020-11,1.477663
IDN,2020-12,1.586504
IDN,2021-01,1.553952
ISR,2017-11,0.3039514
ISR,2017-12,0.4052685
ISR,2018-01,0.1015228
ISR,2018-02,0.2030457
ISR,2018-03,0.2024291
ISR,2018-04,0.4040404
ISR,2018-05,0.5030181
ISR,2018-06,1.317123
ISR,2018-07,1.419878
ISR,2018-08,1.213347
ISR,2018-09,1.212121
ISR,2018-10,1.208459
ISR,2018-11,1.212121
ISR,2018-12,0.8072654
ISR,2019-01,1.217039
ISR,2019-02,1.215806
ISR,2019-03,1.414141
ISR,2019-04,1.307847
ISR,2019-05,1.501502
ISR,2019-06,0.8
ISR,2019-07,0.5
ISR,2019-08,0.5994006
ISR,2019-09,0.2994012
ISR,2019-10,0.39801
ISR,2019-11,0.2994012
ISR,2019-12,0.6006006
ISR,2020-01,0.3006012
ISR,2020-02,0.1001001
ISR,2020-03,0
ISR,2020-04,-0.5958292
ISR,2020-05,-1.577909
ISR,2020-06,-1.09127
ISR,2020-07,-0.5970149
ISR,2020-08,-0.7944389
ISR,2020-09,-0.6965174
ISR,2020-10,-0.7928642
ISR,2020-11,-0.5970149
ISR,2020-12,-0.6965174
ISR,2021-01,-0.3996004
RUS,2017-11,2.502644
RUS,2017-12,2.523063
RUS,2018-01,2.2072
RUS,2018-02,2.197002
RUS,2018-03,2.360305
RUS,2018-04,2.411317
RUS,2018-05,2.42152
RUS,2018-06,2.299359
RUS,2018-07,2.503815
RUS,2018-08,3.070647
RUS,2018-09,3.390646
RUS,2018-10,3.545422
RUS,2018-11,3.834713
RUS,2018-12,4.268995
RUS,2019-01,4.996622
RUS,2019-02,5.237608
RUS,2019-03,5.269088
RUS,2019-04,5.174705
RUS,2019-05,5.132794
RUS,2019-06,4.662004
RUS,2019-07,4.588937
RUS,2019-08,4.327491
RUS,2019-09,3.994176
RUS,2019-10,3.766187
RUS,2019-11,3.539037
RUS,2019-12,3.04619
RUS,2020-01,2.423893
RUS,2020-02,2.311721
RUS,2020-03,2.546287
RUS,2020-04,3.098436
RUS,2020-05,3.026511
RUS,2020-06,3.211885
RUS,2020-07,3.366394
RUS,2020-08,3.573624
RUS,2020-09,3.666989
RUS,2020-10,3.977587
RUS,2020-11,4.423442
RUS,2020-12,4.912471
SVN,2017-11,1.210317
SVN,2017-12,1.745462
SVN,2018-01,1.525186
SVN,2018-02,1.222178
SVN,2018-03,1.158531
SVN,2018-04,1.53998
SVN,2018-05,2.029412
SVN,2018-06,2.069439
SVN,2018-07,1.867036
SVN,2018-08,1.815312
SVN,2018-09,1.998031
SVN,2018-10,2.202123
SVN,2018-11,1.999608
SVN,2018-12,1.421429
SVN,2019-01,1.126705
SVN,2019-02,1.217238
SVN,2019-03,1.634691
SVN,2019-04,1.730507
SVN,2019-05,1.431729
SVN,2019-06,1.787259
SVN,2019-07,1.997673
SVN,2019-08,2.296512
SVN,2019-09,1.67905
SVN,2019-10,1.423625
SVN,2019-11,1.403037
SVN,2019-12,1.826793
SVN,2020-01,2.081704
SVN,2020-02,1.968771
SVN,2020-03,0.4719253
SVN,2020-04,-1.223242
SVN,2020-05,-1.231527
SVN,2020-06,-0.3115265
SVN,2020-07,0.2852253
SVN,2020-08,-0.1420858
SVN,2020-09,-0.3416532
SVN,2020-10,-0.09484067
SVN,2020-11,-0.9287339
SVN,2020-12,-1.082107
SVN,2021-01,-0.6606032
ZAF,2017-11,4.417671
ZAF,2017-12,4.5
ZAF,2018-01,4.274354
ZAF,2018-02,3.834808
ZAF,2018-03,3.718199
ZAF,2018-04,4.301075
ZAF,2018-05,4.288499
ZAF,2018-06,4.377432
ZAF,2018-07,5.048543
ZAF,2018-08,4.84966
ZAF,2018-09,4.826255
ZAF,2018-10,5.004812
ZAF,2018-11,5.096154
ZAF,2018-12,4.401914
ZAF,2019-01,3.908484
ZAF,2019-02,4.07197
ZAF,2019-03,4.528302
ZAF,2019-04,4.404873
ZAF,2019-05,4.392523
ZAF,2019-06,4.473439
ZAF,2019-07,3.974122
ZAF,2019-08,4.347826
ZAF,2019-09,4.143646
ZAF,2019-10,3.666361
ZAF,2019-11,3.568161
ZAF,2019-12,4.032997
ZAF,2020-01,4.40367
ZAF,2020-02,4.549591
ZAF,2020-03,4.061372
ZAF,2020-04,2.872531
ZAF,2020-05,2.059087
ZAF,2020-06,2.140946
ZAF,2020-07,3.2
ZAF,2020-08,3.014184
ZAF,2020-09,2.917772
ZAF,2020-10,3.271441
ZAF,2020-11,3.180212
ZAF,2020-12,3.0837
ZAF,2021-01,3.163445
OECD,2017-11,2.409063
OECD,2017-12,2.349563
OECD,2018-01,2.191658
OECD,2018-02,2.216704
OECD,2018-03,2.2823
OECD,2018-04,2.272187
OECD,2018-05,2.604501
OECD,2018-06,2.790452
OECD,2018-07,2.888335
OECD,2018-08,2.895879
OECD,2018-09,2.919971
OECD,2018-10,3.108483
OECD,2018-11,2.704852
OECD,2018-12,2.390721
OECD,2019-01,2.105764
OECD,2019-02,2.085498
OECD,2019-03,2.273633
OECD,2019-04,2.477992
OECD,2019-05,2.265477
OECD,2019-06,2.082724
OECD,2019-07,2.148704
OECD,2019-08,1.955538
OECD,2019-09,1.672075
OECD,2019-10,1.644844
OECD,2019-11,1.889929
OECD,2019-12,2.165111
OECD,2020-01,2.378524
OECD,2020-02,2.271434
OECD,2020-03,1.741933
OECD,2020-04,0.857408
OECD,2020-05,0.7052489
OECD,2020-06,1.085883
OECD,2020-07,1.208743
OECD,2020-08,1.285037
OECD,2020-09,1.323137
OECD,2020-10,1.195556
OECD,2020-11,1.174739
OECD,2020-12,1.244409
OECDE,2017-11,2.705728
OECDE,2017-12,2.465577
OECDE,2018-01,2.262232
OECDE,2018-02,2.091063
OECDE,2018-03,2.23293
OECDE,2018-04,2.221068
OECDE,2018-05,2.755454
OECDE,2018-06,3.102807
OECDE,2018-07,3.213883
OECDE,2018-08,3.409488
OECDE,2018-09,3.938323
OECDE,2018-10,4.146343
OECDE,2018-11,3.626755
OECDE,2018-12,3.225091
OECDE,2019-01,3.048694
OECDE,2019-02,3.102815
OECDE,2019-03,3.124553
OECDE,2019-04,3.354554
OECDE,2019-05,2.986173
OECDE,2019-06,2.736645
OECDE,2019-07,2.778612
OECDE,2019-08,2.526313
OECDE,2019-09,1.86222
OECDE,2019-10,1.673045
OECDE,2019-11,1.935805
OECDE,2019-12,2.320127
OECDE,2020-01,2.554253
OECDE,2020-02,2.458924
OECDE,2020-03,2.066511
OECDE,2020-04,1.510494
OECDE,2020-05,1.367135
OECDE,2020-06,1.65849
OECDE,2020-07,1.515863
OECDE,2020-08,1.325996
OECDE,2020-09,1.314699
OECDE,2020-10,1.323175
OECDE,2020-11,1.433237
OECDE,2020-12,1.494833
G-7,2017-11,1.84855
G-7,2017-12,1.836899
G-7,2018-01,1.83644
G-7,2018-02,1.884385
G-7,2018-03,1.998096
G-7,2018-04,1.958361
G-7,2018-05,2.279742
G-7,2018-06,2.340544
G-7,2018-07,2.456346
G-7,2018-08,2.361526
G-7,2018-09,2.0668
G-7,2018-10,2.283876
G-7,2018-11,1.946933
G-7,2018-12,1.641814
G-7,2019-01,1.336151
G-7,2019-02,1.338721
G-7,2019-03,1.547952
G-7,2019-04,1.772451
G-7,2019-05,1.561281
G-7,2019-06,1.481663
G-7,2019-07,1.554636
G-7,2019-08,1.425023
G-7,2019-09,1.367224
G-7,2019-10,1.357947
G-7,2019-11,1.572669
G-7,2019-12,1.816879
G-7,2020-01,1.983407
G-7,2020-02,1.844705
G-7,2020-03,1.236126
G-7,2020-04,0.3549457
G-7,2020-05,0.1634012
G-7,2020-06,0.5426884
G-7,2020-07,0.6913712
G-7,2020-08,0.7828336
G-7,2020-09,0.8090311
G-7,2020-10,0.6795639
G-7,2020-11,0.6103809
G-7,2020-12,0.6962205
COL,2017-11,4.108703
COL,2017-12,4.081194
COL,2018-01,3.667482
COL,2018-02,3.368067
COL,2018-03,3.132202
COL,2018-04,3.128259
COL,2018-05,3.162713
COL,2018-06,3.200665
COL,2018-07,3.119152
COL,2018-08,3.104558
COL,2018-09,3.217103
COL,2018-10,3.330912
COL,2018-11,3.273255
COL,2018-12,3.188525
COL,2019-01,3.158326
COL,2019-02,3.024132
COL,2019-03,3.219908
COL,2019-04,3.255814
COL,2019-05,3.307786
COL,2019-06,3.433692
COL,2019-07,3.791087
COL,2019-08,3.756294
COL,2019-09,3.820632
COL,2019-10,3.866238
COL,2019-11,3.851555
COL,2019-12,3.8
COL,2020-01,3.61829
COL,2020-02,3.716149
COL,2020-03,3.847668
COL,2020-04,3.50568
COL,2020-05,2.850449
COL,2020-06,2.190421
COL,2020-07,1.972023
COL,2020-08,1.873241
COL,2020-09,1.965911
COL,2020-10,1.740307
COL,2020-11,1.487348
COL,2020-12,1.618497
COL,2021-01,1.592479
LVA,2017-11,2.727695
LVA,2017-12,2.151458
LVA,2018-01,1.998137
LVA,2018-02,1.802639
LVA,2018-03,2.173048
LVA,2018-04,1.999038
LVA,2018-05,2.293299
LVA,2018-06,2.76316
LVA,2018-07,2.644246
LVA,2018-08,2.816852
LVA,2018-09,3.203028
LVA,2018-10,3.202321
LVA,2018-11,2.950217
LVA,2018-12,2.55108
LVA,2019-01,3.049044
LVA,2019-02,2.885851
LVA,2019-03,2.771452
LVA,2019-04,3.437203
LVA,2019-05,3.346502
LVA,2019-06,3.044204
LVA,2019-07,2.881465
LVA,2019-08,3.156547
LVA,2019-09,2.554927
LVA,2019-10,2.256296
LVA,2019-11,2.114764
LVA,2019-12,2.262326
LVA,2020-01,2.176536
LVA,2020-02,2.250528
LVA,2020-03,1.404286
LVA,2020-04,0.03719315
LVA,2020-05,-0.5817327
LVA,2020-06,-0.7241044
LVA,2020-07,0.4810174
LVA,2020-08,-0.2253076
LVA,2020-09,-0.2525564
LVA,2020-10,-0.663614
LVA,2020-11,-0.6830302
LVA,2020-12,-0.4953912
LVA,2021-01,-0.4777372
SAU,2017-11,-1.700092
SAU,2017-12,-1.112926
SAU,2018-01,3.150251
SAU,2018-02,2.942679
SAU,2018-03,2.872917
SAU,2018-04,2.492594
SAU,2018-05,2.404092
SAU,2018-06,2.326293
SAU,2018-07,2.246044
SAU,2018-08,2.28063
SAU,2018-09,2.097401
SAU,2018-10,2.139257
SAU,2018-11,2.630489
SAU,2018-12,1.91017
SAU,2019-01,-3.163114
SAU,2019-02,-3.235732
SAU,2019-03,-3.210097
SAU,2019-04,-2.880494
SAU,2019-05,-2.627373
SAU,2019-06,-2.592482
SAU,2019-07,-2.18672
SAU,2019-08,-1.859814
SAU,2019-09,-1.412967
SAU,2019-10,-0.8861142
SAU,2019-11,-0.8072654
SAU,2019-12,-0.1823708
SAU,2020-01,0.7270121
SAU,2020-02,1.230896
SAU,2020-03,1.478591
SAU,2020-04,1.303366
SAU,2020-05,1.056735
SAU,2020-06,0.5220596
SAU,2020-07,6.124949
SAU,2020-08,6.164035
SAU,2020-09,5.743037
SAU,2020-10,5.760439
SAU,2020-11,5.798576
SAU,2020-12,5.328867
SAU,2021-01,5.723289
EU28,2017-11,1.6
EU28,2017-12,1.4
EU28,2018-01,1.4
EU28,2018-02,1.2
EU28,2018-03,1.4
EU28,2018-04,1.3
EU28,2018-05,2
EU28,2018-06,2
EU28,2018-07,2.2
EU28,2018-08,2.1
EU28,2018-09,2.1
EU28,2018-10,2.3
EU28,2018-11,1.9
EU28,2018-12,1.6
EU28,2019-01,1.4
EU28,2019-02,1.6
EU28,2019-03,1.6
EU28,2019-04,1.9
EU28,2019-05,1.5
EU28,2019-06,1.5
EU28,2019-07,1.3
EU28,2019-08,1.3
EU28,2019-09,1.1
EU28,2019-10,1
EU28,2019-11,1.3
EU28,2019-12,1.6
EU28,2020-01,1.7
EA19,2017-11,1.5
EA19,2017-12,1.3
EA19,2018-01,1.3
EA19,2018-02,1.1
EA19,2018-03,1.4
EA19,2018-04,1.2
EA19,2018-05,2
EA19,2018-06,2
EA19,2018-07,2.2
EA19,2018-08,2.1
EA19,2018-09,2.1
EA19,2018-10,2.3
EA19,2018-11,1.9
EA19,2018-12,1.5
EA19,2019-01,1.4
EA19,2019-02,1.5
EA19,2019-03,1.4
EA19,2019-04,1.7
EA19,2019-05,1.2
EA19,2019-06,1.3
EA19,2019-07,1
EA19,2019-08,1
EA19,2019-09,0.8
EA19,2019-10,0.7
EA19,2019-11,1
EA19,2019-12,1.3
EA19,2020-01,1.4
EA19,2020-02,1.2
EA19,2020-03,0.7
EA19,2020-04,0.3
EA19,2020-05,0.1
EA19,2020-06,0.3
EA19,2020-07,0.4
EA19,2020-08,-0.2
EA19,2020-09,-0.3
EA19,2020-10,-0.3
EA19,2020-11,-0.3
EA19,2020-12,-0.3
ARG,2017-12,24.7956
ARG,2018-01,25.00623
ARG,2018-02,25.43711
ARG,2018-03,25.39652
ARG,2018-04,25.49816
ARG,2018-05,26.29076
ARG,2018-06,29.4665
ARG,2018-07,31.20916
ARG,2018-08,34.42611
ARG,2018-09,40.54234
ARG,2018-10,45.90969
ARG,2018-11,48.46918
ARG,2018-12,47.64559
ARG,2019-01,49.31258
ARG,2019-02,51.27571
ARG,2019-03,54.73234
ARG,2019-04,55.79512
ARG,2019-05,57.29651
ARG,2019-06,55.7519
ARG,2019-07,54.38664
ARG,2019-08,54.48256
ARG,2019-09,53.54201
ARG,2019-10,50.48531
ARG,2019-11,52.09175
ARG,2019-12,53.8324
ARG,2020-01,52.85573
ARG,2020-02,50.27489
ARG,2020-03,48.35686
ARG,2020-04,45.56293
ARG,2020-05,43.42123
ARG,2020-06,42.75875
ARG,2020-07,42.39043
ARG,2020-08,40.67294
ARG,2020-09,36.62072
ARG,2020-10,37.23904
ARG,2020-11,35.79782
ARG,2020-12,36.14059
ARG,2021-01,38.53198
LTU,2017-11,4.355991
LTU,2017-12,3.914876
LTU,2018-01,4.010922
LTU,2018-02,3.474303
LTU,2018-03,2.68353
LTU,2018-04,2.341159
LTU,2018-05,2.898324
LTU,2018-06,2.628963
LTU,2018-07,2.466976
LTU,2018-08,2.12701
LTU,2018-09,2.44541
LTU,2018-10,2.94109
LTU,2018-11,2.517488
LTU,2018-12,1.896705
LTU,2019-01,1.745512
LTU,2019-02,2.051222
LTU,2019-03,2.642004
LTU,2019-04,2.83401
LTU,2019-05,2.665631
LTU,2019-06,2.474155
LTU,2019-07,2.654106
LTU,2019-08,2.635422
LTU,2019-09,2.212718
LTU,2019-10,1.641279
LTU,2019-11,1.745825
LTU,2019-12,2.723212
LTU,2020-01,2.970036
LTU,2020-02,2.786301
LTU,2020-03,1.754376
LTU,2020-04,1.022452
LTU,2020-05,0.3000564
LTU,2020-06,1.006559
LTU,2020-07,1.048865
LTU,2020-08,1.261471
LTU,2020-09,0.7436699
LTU,2020-10,0.7327076
LTU,2020-11,0.6046705
LTU,2020-12,0.2445556
LTU,2021-01,0.2979346
CRI,2017-11,2.491256
CRI,2017-12,2.57375
CRI,2018-01,2.407828
CRI,2018-02,2.212385
CRI,2018-03,2.613006
CRI,2018-04,2.375909
CRI,2018-05,2.035029
CRI,2018-06,2.134208
CRI,2018-07,2.083928
CRI,2018-08,2.24008
CRI,2018-09,2.211248
CRI,2018-10,2.026565
CRI,2018-11,2.293154
CRI,2018-12,2.027401
CRI,2019-01,1.666354
CRI,2019-02,1.53509
CRI,2019-03,1.419206
CRI,2019-04,2.069145
CRI,2019-05,2.322338
CRI,2019-06,2.421081
CRI,2019-07,2.890066
CRI,2019-08,2.855662
CRI,2019-09,2.528633
CRI,2019-10,2.072897
CRI,2019-11,1.855806
CRI,2019-12,1.522089
CRI,2020-01,1.582735
CRI,2020-02,1.790117
CRI,2020-03,1.907455
CRI,2020-04,0.8913564
CRI,2020-05,0.6083542
CRI,2020-06,0.3114601
CRI,2020-07,-0.1651694
CRI,2020-08,-0.07056879
CRI,2020-09,0.2997063
CRI,2020-10,0.452411
CRI,2020-11,0.2438729
CRI,2020-12,0.8929022
CRI,2021-01,0.9594356
G-20,2017-11,2.504778
G-20,2017-12,2.487996
G-20,2018-01,2.711561
G-20,2018-02,2.901175
G-20,2018-03,2.788832
G-20,2018-04,2.720077
G-20,2018-05,2.916018
G-20,2018-06,3.134463
G-20,2018-07,3.486851
G-20,2018-08,3.552769
G-20,2018-09,3.673762
G-20,2018-10,3.856497
G-20,2018-11,3.524922
G-20,2018-12,3.32784
G-20,2019-01,3.237638
G-20,2019-02,3.258571
G-20,2019-03,3.602407
G-20,2019-04,3.874578
G-20,2019-05,3.80868
G-20,2019-06,3.598633
G-20,2019-07,3.367208
G-20,2019-08,3.319335
G-20,2019-09,3.191841
G-20,2019-10,3.28685
G-20,2019-11,3.718874
G-20,2019-12,4.016888
G-20,2020-01,4.068753
G-20,2020-02,3.885757
G-20,2020-03,3.227622
G-20,2020-04,2.439021
G-20,2020-05,2.117313
G-20,2020-06,2.360782
G-20,2020-07,2.462739
G-20,2020-08,2.557467
G-20,2020-09,2.438727
G-20,2020-10,2.245727
G-20,2020-11,2.018689
G-20,2020-12,2.039726
EU27_2020,2017-11,1.6
EU27_2020,2017-12,1.4
EU27_2020,2018-01,1.4
EU27_2020,2018-02,1.2
EU27_2020,2018-03,1.4
EU27_2020,2018-04,1.3
EU27_2020,2018-05,2
EU27_2020,2018-06,2
EU27_2020,2018-07,2.2
EU27_2020,2018-08,2.1
EU27_2020,2018-09,2.1
EU27_2020,2018-10,2.3
EU27_2020,2018-11,1.9
EU27_2020,2018-12,1.6
EU27_2020,2019-01,1.4
EU27_2020,2019-02,1.6
EU27_2020,2019-03,1.6
EU27_2020,2019-04,1.9
EU27_2020,2019-05,1.5
EU27_2020,2019-06,1.5
EU27_2020,2019-07,1.3
EU27_2020,2019-08,1.3
EU27_2020,2019-09,1.1
EU27_2020,2019-10,1
EU27_2020,2019-11,1.3
EU27_2020,2019-12,1.6
EU27_2020,2020-01,1.7
EU27_2020,2020-02,1.6
EU27_2020,2020-03,1.1
EU27_2020,2020-04,0.6
EU27_2020,2020-05,0.5
EU27_2020,2020-06,0.7
EU27_2020,2020-07,0.8
EU27_2020,2020-08,0.4
EU27_2020,2020-09,0.2
EU27_2020,2020-10,0.2
EU27_2020,2020-11,0.2
EU27_2020,2020-12,0.2
